Abbreviation	Subsystem
THRA	S+AF8-Glycine+AF8AXw-Serine+AF8-and+AF8-threonine+AF8-metabolism
THRS	S+AF8-Glycine+AF8AXw-Serine+AF8-and+AF8-threonine+AF8-metabolism
THRTRS	S+AF8-tRNA+AF8-Charging
THRabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
THRt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
THRt4pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
THRtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
THYMt4pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
THYMtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
THZPSN	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Thiamine+AF8-Metabolism
TKT1	S+AF8-Pentose+AF8-Phosphate+AF8-Pathway
TKT2	S+AF8-Pentose+AF8-Phosphate+AF8-Pathway
TMDS	S+AF8-Pyrimidine+AF8-Metabolism
TMPK	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Thiamine+AF8-Metabolism
TMPPP	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Thiamine+AF8-Metabolism
TNTHAC1	S+AF8-Xenobiotic+AF8-tolerance
TNTHAC2	S+AF8-Xenobiotic+AF8-tolerance
TNTR1	S+AF8-Xenobiotic+AF8-tolerance
TNTR1x	S+AF8-Xenobiotic+AF8-tolerance
TNTR2	S+AF8-Xenobiotic+AF8-tolerance
TNTR2x	S+AF8-Xenobiotic+AF8-tolerance
TNTR3	S+AF8-Xenobiotic+AF8-tolerance
TNTR4	S+AF8-Xenobiotic+AF8-tolerance
TNTep	S+AF8-Xenobiotic+AF8-tolerance
TNTtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
TNTtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
TOLt5	S+AF8-Transport+AF8AXw-solvent+AF8-extrusion
TOLt6	S+AF8-Transport+AF8AXw-solvent+AF8-extrusion
TOLt7	S+AF8-Transport+AF8AXw-solvent+AF8-extrusion
TOLtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
TOLtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
TPI	S+AF8-Gluconeogenesis
NI2abcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
TRDR	S+AF8-Pyrimidine+AF8-Metabolism
TRPS1	S+AF8-Phenylalanine+AF8-Tyrosine+AF8-Tryptophan+AF8-Biosynthesis
TRPS2	S+AF8-Phenylalanine+AF8-Tyrosine+AF8-Tryptophan+AF8-Biosynthesis
TRPS3	S+AF8-Phenylalanine+AF8-Tyrosine+AF8-Tryptophan+AF8-Biosynthesis
TRPTRS	S+AF8-tRNA+AF8-Charging
TRPt2rpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
TRPtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
TRSARr	S+AF8-Glyoxylate+AF8-and+AF8-dicarboxylate+AF8-metabolism
TRYPTAOX	S+AF8-Plant+AF8-growth+AF8-promoting
TSULabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
TSULtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
TTDCAtexi	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
TTDCEAtexi	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
TTRCYCt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
TTRCYCt5	S+AF8-Transport+AF8AXw-solvent+AF8-extrusion
TTRCYCt7pp	S+AF8-Transport+AF8AXw-solvent+AF8-extrusion
TTRCYCtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
TTRCYCtpp	S+AF8-Transport+AF8AXw-solvent+AF8-extrusion
TUNGSabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
TUNGStex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
TYRTA	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Homogentisate+AF8-pathway
TYRTRS	S+AF8-tRNA+AF8-Charging
TYRt2rpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
TYRtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
U23GAAT2+AF8-1	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Lipid+AF8-A+AF8-Biosynthesis
UAAGDS	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
UACGAMDH2	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-O+AF8-antigen+AF8-Biosynthesis
UAG2E	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis
UAGAAT2+AF8-1	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Lipid+AF8-A+AF8-Biosynthesis
UAGCVT	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis
UAGDP	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-O+AF8-antigen+AF8-Biosynthesis
UAGPT3	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
UAMAGS	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis
UAMAS	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis
UAPGR	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis
UDCPDP	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
UDCPDPS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Terpenoid+AF8-backbone+AF8-biosynthesis
UDCPDPpp	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
UDCPGT+AF8-1	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-O+AF8-antigen+AF8-Biosynthesis
UDCPPtppi	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-O+AF8-antigen+AF8-Biosynthesis
UDPG4E	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis
UGLYCH	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Nucleotide+AF8-Metabolism
UGMDDS	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
UHBZ1t+AF8-pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
UHGADA2+AF8-1	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Lipid+AF8-A+AF8-Biosynthesis
UKQUIVORx	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-O+AF8-antigen+AF8-Biosynthesis
UKQUIVORy	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-O+AF8-antigen+AF8-Biosynthesis
UM3PL	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
UM4PCP	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
UM4PL	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
UMPK	S+AF8-Pyrimidine+AF8-Metabolism
UNK3	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-D+AF8-Amino+AF8-acids+AF8-Metabolism
UPP3MT	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
UPP3S	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
UPPDC1	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
UPPN	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Nucleotide+AF8-Metabolism
UPPRT	S+AF8-Pyrimidine+AF8-Metabolism
UQUIVOT	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-O+AF8-antigen+AF8-Biosynthesis
URAt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
URAtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
URCN	S+AF8-Histidine+AF8-Metabolism
UREA	S+AF8-Urea+AF8-cycleamino+AF8-group+AF8-metabolism
UREA2t2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
UREAabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
UREAtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
UREAtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
URO+AF8-c	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Nucleotide+AF8-Metabolism
URIDK2r	S+AF8-Pyrimidine+AF8-Metabolism
URIH	S+AF8-Pyrimidine+AF8-Metabolism
URIt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
URItex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
USHD1	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Lipid+AF8-A+AF8-Biosynthesis
VACCtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
VALDHr	S+AF8-Valine+AF8AXw-Leucine+AF8AXw-and+AF8-Isoleucine+AF8-Metabolism
VALTA	S+AF8-Valine+AF8AXw-Leucine+AF8AXw-and+AF8-Isoleucine+AF8-Metabolism
VALTRS	S+AF8-tRNA+AF8-Charging
VALabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
VALt2rpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
VALtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
VANKpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
VANLNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
VANLTtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
VCOAD	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
VECOAH	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
VNDH	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
VNDH+AF8-2	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
VNDH+AF8-3	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
VNLNpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
VNTDM	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
WCOS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Molybdopterin+AF8-Biosynthesis
XAND	S+AF8-Purine+AF8-Metabolism
XANt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
XANtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
XMO	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
XPPT	S+AF8-Purine+AF8-Metabolism
XTSNH	S+AF8-Purine+AF8-Metabolism
ZN2abcpp	S+AF8-Heavy+AF8-Metal+AF8-Tolerance
ZN2t3pp	S+AF8-Heavy+AF8-Metal+AF8-Tolerance
ZN2t4pp	S+AF8-Heavy+AF8-Metal+AF8-Tolerance
ZN2t5	S+AF8-Heavy+AF8-Metal+AF8-Tolerance
ZN2t6	S+AF8-Heavy+AF8-Metal+AF8-Tolerance
ZNabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
Zn2tex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
pentso3abcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
SK+AF8-PHAg+AF8-c	Intracellular source/sink
SK+AF8-pqqA+AF8-kt+AF8-c	Intracellular source/sink
TAURabc	S+AF8-Transport+AF8AXw-ABC+AF8-system
AGPOP	S+AF8-Gluconeogenesis
PIabc	S+AF8-Transport+AF8AXw-ABC+AF8-system
PTRCabc	S+AF8-Transport+AF8AXw-ABC+AF8-system
PRAMPC	S+AF8-Histidine+AF8-Metabolism
CTPS1	S+AF8-Pyrimidine+AF8-Metabolism
HEMEti	S+AF8-Transport+AF8AXw-ABC+AF8-system
FOMETRi	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-One+AF8-Carbon+AF8-pool+AF8-by+AF8-folate
ADD	S+AF8-Purine+AF8-Metabolism
EAR121x	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
MOBDabc	S+AF8-Transport+AF8AXw-ABC+AF8-system
THRD+AF8-L	S+AF8-Glycine+AF8AXw-Serine+AF8-and+AF8-threonine+AF8-metabolism
IDPh+AF8-1	S+AF8-Inorganic+AF8-polyphosphates+AF8-metabolism
MAN1PT	S+AF8-Alternate+AF8-Carbon+AF8AXw-Fructose+AF8-Metabolism
PPRGL	S+AF8-Purine+AF8-Metabolism
SULabc	S+AF8-Transport+AF8AXw-ABC+AF8-system
HMR+AF8-0180	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
GLUCYS	S+AF8-Glutamate+AF8-Metabolism
NDP8	S+AF8-Pyrimidine+AF8-Metabolism
SERAT	S+AF8-Cysteine+AF8-Metabolism
13PPDH2	S+AF8-Alternate+AF8-Carbon
2HESR	S+AF8-Alternate+AF8-Carbon
3HPTNCOAR	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
3PEPTabcpp	S+AF8-Murein+AF8-Recycling
4HPTNCOAK	S+AF8-Alternate+AF8-Carbon+AF8AXw-Levulinate+AF8-Metabolism
4HPTNCOAL	S+AF8-Alternate+AF8-Carbon+AF8AXw-Levulinate+AF8-Metabolism
4HPTNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
4HPTNtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
4OXPTCOADHx	S+AF8-Alternate+AF8-Carbon+AF8AXw-Levulinate+AF8-Metabolism
4OXPTCOADHy	S+AF8-Alternate+AF8-Carbon+AF8AXw-Levulinate+AF8-Metabolism
4OXPTNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
4OXPTNtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
4PEPTabcpp	S+AF8-Murein+AF8-Recycling
4POPCOAM	S+AF8-Alternate+AF8-Carbon+AF8AXw-Levulinate+AF8-Metabolism
4POPCOAM2	S+AF8-Alternate+AF8-Carbon+AF8AXw-Levulinate+AF8-Metabolism
4POPCOAM3	S+AF8-Alternate+AF8-Carbon+AF8AXw-Levulinate+AF8-Metabolism
ACMTSOXINtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ACMTSOXINtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ACPHPHITRNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ACPHPHITRNtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALDD2y	S+AF8-Alternate+AF8-Carbon
ALDD3y	S+AF8-Alternate+AF8-Carbon
AMALT1	S+AF8-Starch+AF8-and+AF8-Sucrose+AF8-Metabolism
ARGR	S+AF8-Arginine+AF8-and+AF8-Proline+AF8-Metabolism
BVMO1	S+AF8-Alternate+AF8-Carbon
BVMO2	S+AF8-Alternate+AF8-Carbon
BVMO3	S+AF8-Alternate+AF8-Carbon
BVMO4	S+AF8-Alternate+AF8-Carbon
BVMO5	S+AF8-Alternate+AF8-Carbon
CHLP	S+AF8-Glycerophospholipid+AF8-Metabolism
CURR	S+AF8-Alternate+AF8-Carbon
D2ONEtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
D2ONEtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
D3ONEtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
D3ONEtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
D4ONEtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
D4ONEtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
DHCURR	S+AF8-Alternate+AF8-Carbon
ETHP	S+AF8-Glycerophospholipid+AF8-Metabolism
EX+AF8-4hptn+AF8-e	Extracellular exchange
EX+AF8-4oxptn+AF8-e	Extracellular exchange
EX+AF8-acmtsoxin+AF8-e	Extracellular exchange
EX+AF8-acpptrn+AF8-e	Extracellular exchange
EX+AF8-d2one+AF8-e	Extracellular exchange
EX+AF8-d3one+AF8-e	Extracellular exchange
EX+AF8-d4one+AF8-e	Extracellular exchange
EX+AF8-mtsoxin+AF8-e	Extracellular exchange
EX+AF8-n2one+AF8-e	Extracellular exchange
EX+AF8-pptrn+AF8-e	Extracellular exchange
EX+AF8-und2one+AF8-e	Extracellular exchange
GAPDi+AF8-nadp	S+AF8-Gluconeogenesis
GLUTARH	S+AF8-Lysine+AF8-Metabolism
LEVUACOAL	S+AF8-Alternate+AF8-Carbon+AF8AXw-Levulinate+AF8-Metabolism
METNA	S+AF8-Methionine+AF8-Metabolism
MTSOXINACT	Unassigned
MTSOXINtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
MTSOXINtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
N2ONEtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
N2ONEtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
PHER	S+AF8-Phenylalanine+AF8-Tyrosine+AF8-Tryptophan+AF8-Biosynthesis
PPTRNACT	Unassigned
PPTRNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
PPTRNtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
REPHACCOAT	S+AF8-Alternate+AF8-Carbon
SHGO	S+AF8-Lysine+AF8-Metabolism
UND2ONEtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
UND2ONEtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
4OD2	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
4OT	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
4OT2	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
4PCP	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
4PCPpp	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
5APTNabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
5APTNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
5DH4DGLCD	S+AF8-Alternate+AF8-Carbon+AF8AXw-Ascorbate+AF8-and+AF8-Aldarate+AF8-Metabolism
5DOAN	S+AF8-Purine+AF8-Metabolism
5OXPROabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
5OXPROtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
6ATHAtexi	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
6HNACMO	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Nicotinic+AF8-acid+AF8-pathway
6HNACt1pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
6HNACtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
A5PISO	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis
AAC24DABA	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Ectoine+AF8-Metabolism
AACOAT	S+AF8-Butanoate+AF8-Metabolism
AACTOOR	Unassigned
AADSACYCL	S+AF8-Lysine+AF8-Metabolism
AALDCDLsi	S+AF8-Glycine+AF8AXw-Serine+AF8-and+AF8-threonine+AF8-metabolism
AASAD3	S+AF8-Lysine+AF8-Metabolism
AATA	S+AF8-Lysine+AF8-Metabolism
ABTA	S+AF8-Glutamate+AF8-Metabolism
ABUTD	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Amines+AF8-and+AF8-Polyamines+AF8-Metabolism
ABUTt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ABUTtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ACACT1r	S+AF8-Butanoate+AF8-Metabolism
ACACt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ACACtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ACALD	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
ACALDtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ACALDtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ACBIPGT	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
ACCOAC	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
ACGAMT	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-O+AF8-antigen+AF8-Biosynthesis
ACGK	S+AF8-Urea+AF8-cycleamino+AF8-group+AF8-metabolism
ACGS	S+AF8-Urea+AF8-cycleamino+AF8-group+AF8-metabolism
ACHBS	S+AF8-Valine+AF8AXw-Leucine+AF8AXw-and+AF8-Isoleucine+AF8-Metabolism
ACLS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Pantothenate+AF8-and+AF8-CoA+AF8-Biosynthesis
ACOAD10f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD11f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD12f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD13f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD14f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD15f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD16f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD17f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD18f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD19f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD1f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD20f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD21f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD22f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD23f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD24f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD25f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD26f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD27f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD28f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD29f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD2f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACOAD30f	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ACTD2	S+AF8-Alternate+AF8-Carbon+AF8AXw-Butanediol+AF8-Metabolism
ACTNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ACTNtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ACt2rpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ACt4pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ACt5pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ACtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ADA	S+AF8-Purine+AF8-Metabolism
ADCL	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Folate+AF8-Biosynthesis
ADCPS1	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
ADCPS2	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
ADCS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Folate+AF8-Biosynthesis
ADCYRS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
ADEt2rpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ADEtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ADK1	S+AF8-Purine+AF8-Metabolism
ADK3	S+AF8-Purine+AF8-Metabolism
ADK4	S+AF8-Purine+AF8-Metabolism
ADNCYC	S+AF8-Purine+AF8-Metabolism
ADNK1	S+AF8-Purine+AF8-Metabolism
ADNUC	S+AF8-Purine+AF8-Metabolism
ADNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ADOCBIK	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
ADOCBLS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
ADOCBLabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
ADOCBLtonex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ADPRDP	S+AF8-Purine+AF8-Metabolism
ADPT	S+AF8-Purine+AF8-Metabolism
ADSELK	Unassigned
ADSELR	Unassigned
ADSELR2	Unassigned
ADSK	S+AF8-Sulfur+AF8-Metabolism
ADSL1r	S+AF8-Purine+AF8-Metabolism
ADSL2r	S+AF8-Purine+AF8-Metabolism
ADSS	S+AF8-Purine+AF8-Metabolism
AEPabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
AEPTA	S+AF8-Phosphonate+AF8-and+AF8-phosphinate+AF8-metabolism
AEPtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
AGM3PA	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
AGM3PApp	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
AGM3PH	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
AGM3Pt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
